part_number,material,material_family,special_type,complexity_score,specialized_tool,tolerances,price,length,width,height,diagonal,part_volume,part_surface_area,estimated_stock_volume,estimated_part_to_stock_volume_ratio,quantity,n_holes,n_slots,estimated_machining_time,setup_count,tool_changes_count
666360,ALUM 6061-T6,Aluminum,No,4,No,0.13,185,85.00000019999999,38.0000002,8.000000200000715,93.45052194824815,19668.632224479436,8907.527795096685,25840.000842802314,0.7611699529010696,28,5,0,0.09739,3,8
668021,ALUM 6061-T6,Aluminum,No,4,No,0.13,825,127.0,110.0,50.0,175.29689101635546,413877.1266383601,43834.149013005685,698500.0,0.5925227296182678,2,12,0,0.2034,2,7
668454,CRS,Carbon Steel,No,3,No,0.25,410,204.0,185.0,11.9888,275.6532809988664,51911.14445937182,71521.09122286605,452457.312,0.11473158479837281,3,26,1,0.12564,1,9
669213,303 SST,Stainless Steel,No,4,No,0.13,525,100.00000195997512,14.150000100000002,12.650000200000001,101.78529068527058,11184.043849139736,5054.152186486066,17899.75076033066,0.6248156188814518,2,0,0,0.14069,2,5
670943,ALUM 6061-T6,Aluminum,No,5,No,0.13,225,42.7,20.0,19.0,50.83591250287537,11485.079447535849,4762.563901701643,16226.0,0.7078195148241001,5,10,0,0.07655,1,9
670945,ALUM 6061-T6,Aluminum,No,4,No,0.13,125,42.7,37.5,8.0,57.38937183834651,7591.615472376146,4142.419474930761,12810.0,0.5926319650566858,6,7,0,0.07487,2,9
671031,ALUM 6061-T6,Aluminum,No,4,No,0.13,425,334.00000020000004,40.000000200000684,23.59461700555,337.21314639444097,74167.39416084382,36501.170617655334,315224.0849590308,0.235284667954491,30,12,0,0.06317,2,4
671205,POLYCARBONATE,Plastic,No,6,No,0.13,2650,448.0,194.0000002,74.0,493.7772778060975,431608.8877058302,338275.6902447461,6431488.0066304,0.06710871376279838,5,15,0,0.10879,2,9
671258,DELRIN,Plastic,No,4,No,0.13,145,122.0,42.7,8.0,129.50401538176337,31204.82117752088,14933.758555195682,41675.200000000004,0.7487623617288189,12,23,8,0.10335,2,12
671600,ALUM 6061-T6,Aluminum,No,5,No,0.13,380,140.0,87.5,29.0,167.62234337939557,62169.09393240202,34035.48679211677,355250.0,0.1750009681418776,1,9,0,0.09112,3,13
671890,ALUM 6061-T6,Aluminum,No,4,No,0.13,520,442.0,100.0,19.05000000000018,453.57127609671227,363307.9500014327,108079.21320146152,842010.0000000079,0.4314770014624877,10,10,15,0.18769,2,10
672040,DELRIN,Plastic,No,3,No,0.13,95,124.0,39.9,6.0,130.39942484535734,24770.89183926047,12181.854518578619,29685.6,0.8344413398839999,12,4,0,0.05319,2,5
672195,ALUM 5052-H32,Aluminum,No,5,No,0.13,395,155.0000002,99.3,57.4800001,192.8456389797187,56039.26842576008,71164.16009896998,884703.4226807028,0.06334243429957334,6,2,0,0.05174,2,4
673436-LH,ALUM 5052-H32,Aluminum,No,4,No,0.25,1050,852.2095,155.15,54.5,867.930184052986,258948.33769653822,349113.6723615293,7206006.563912501,0.03593506825172003,1,10,0,0.11072,3,7
673436-RH,ALUM 5052-H32,Aluminum,No,4,No,0.25,1050,852.2095,155.15,54.5,867.930184052986,258934.4832729361,349103.1969860147,7206006.563912501,0.035933145630157134,1,10,0,0.11072,3,7
675038,PEEK,Plastic,No,3,No,0.25,320,208.7573593129,88.6,1.0000000000000002,226.78314546565235,11971.8052310296,24869.522337184353,18495.902035122945,0.6472679844592409,7,7,0,0.05822,1,3
675039,PEEK,Plastic,No,3,No,0.13,130,44.5,35.56,3.44,57.06660319311112,4523.532045753007,3738.4329930102194,5443.5248,0.8309931913514947,7,3,0,0.04903,2,5
675051,PEEK,Plastic,No,4,No,0.25,350,240.0,129.2289321881,1.000000000000071,272.5823121819839,11007.112680491477,22903.160962818747,31014.943725146204,0.35489707084546995,7,8,0,0.07684,1,6
676899,304 SST,Stainless Steel,No,5,No,0.13,610,104.0,85.0,15.0,135.15176654413364,36143.06059791077,21456.299444092212,132600.0,0.2725721010400511,4,12,2,0.10383,2,11
677002,ALUM 5052-H32,Aluminum,No,4,No,0.25,375,148.0,134.83001854420812,91.0000001,219.91847107242154,70540.12711457782,64653.52718117613,1815890.6917488792,0.03884602054248145,3,15,0,0.07828,3,6
677331,304 SST,Stainless Steel,No,4,No,0.25,750,1430.0,21.80000000000021,9.6,1430.1983778483318,37323.19432780967,77798.34128005727,299270.4000000029,0.12471395209084933,3,4,2,0.20193,2,5
680218,CRS,Carbon Steel,No,4,No,0.25,650,1014.0,200.0,22.0,1033.76980029405,406662.8224097311,547827.8026737351,4461600.0,0.09114730643933366,4,16,0,0.18346,4,8
680463,ALUM 5052-H32,Aluminum,No,4,No,0.25,725,240.0,40.0,16.0,243.83601046605074,20324.951837045384,28478.46564689119,153600.0,0.13232390518909756,1,5,0,0.0794,2,9
680749,CRS,Carbon Steel,No,6,No,0.25,1350,1286.190230304891,707.8520000000001,456.03553390595977,1537.3054903371167,2391098.9640213484,4020636.7095219414,415189492.2838975,0.005759054620742586,2,71,33,0.85409,6,11
683935,ALUM 6061-T6,Aluminum,No,5,No,0.13,675,388.5000000000001,215.0,10.000000000000103,444.13652180382564,343510.9412692212,156252.5446868132,835275.0000000088,0.4112549055930293,7,43,4,0.33975,1,15
4003-2800-01,CRS,Carbon Steel,No,3,No,0.25,450,115.00000000000043,51.4,45.000000000000014,133.76083133712984,42749.34391080459,22083.700411356866,265995.00000000105,0.16071484016919274,8,1,2,0.06453,2,2
671166-RH,ALUM 6061-T6,Aluminum,No,6,No,0.13,2250,275.50000009999997,270.5,31.000000200000002,387.33899889825193,465138.3909020344,206305.53885166507,2310205.2657430996,0.20134071971843515,2,39,5,0.13186,2,14
671171-RH,ALUM 6061-T6,Aluminum,No,6,No,0.13,1950,275.5,270.5,31.000000000017604,387.33899881112035,416023.6446216582,206281.0093172528,2310205.250001312,0.180080815166281,3,39,3,0.13325,2,14
671172-LH,ALUM 5052-H32,Aluminum,No,2,No,0.25,375,254.5,159.5,1.2000000000000863,300.3530256215176,39967.11944597284,68035.81678478523,48711.3000000035,0.8204896901944717,6,8,0,0.17018,1,4
671172-RH,ALUM 5052-H32,Aluminum,No,2,No,0.25,375,254.5,159.5,1.2000000000000863,300.3530256215176,39967.11944597284,68035.81678478525,48711.3000000035,0.8204896901944717,6,8,0,0.17024,1,4
671255-0002,ALUM 6061-T6,Aluminum,No,3,No,0.13,550,205.4,12,9.7,205.97876104103548,23466.569449600534,9426.406902716455,23908.56,0.9815132927119213,5,3,0,0.08879,1,6
671255-0004,ALUM 6061-T6,Aluminum,No,3,No,0.13,550,107.78,12,9.7,108.87891623266647,12244.464966400352,5087.707097217662,12545.592,0.9759973834953625,5,2,0,0.06101,1,6
671474-LH,ALUM 6061-T6,Aluminum,No,5,No,0.13,950,436,252.5,20,504.23432052965217,706491.6558949712,133277.72175176485,2201800,0.32087004082794585,3,14,1,0.40837,2,13
671474-RH,ALUM 6061-T6,Aluminum,No,5,No,0.13,950,436,252.5,20,504.23432052965217,706491.6558949717,133277.72175176477,2201800,0.32087004082794607,3,14,1,0.40832,2,13
671676-LH,ALUM 6061-T6,Aluminum,No,5,No,0.13,950,369,200,20,420.19162295314743,405594.3286895414,84279.27550625234,1476000,0.27479290561622044,1,14,1,0.33608,2,13
671676-RH,ALUM 6061-T6,Aluminum,No,5,No,0.13,950,369,200,20,420.19162295314743,405594.32868954085,84279.27550625236,1476000,0.2747929056162201,1,14,1,0.33616,2,13
673979-LH,ACETAL,Plastic,No,4,No,0.13,485,260,55.5,30,267.5448560522142,354370.0545725088,49016.48951549658,432900,0.8185956446581399,2,3,0,0.08972,1,7
673979-RH,ACETAL,Plastic,No,4,No,0.13,485,260,55.5,30,267.5448560522142,354370.0545725087,49016.48951549656,432900,0.8185956446581398,2,3,0,0.08973,1,7
676548-LH,CRS,Carbon Steel,No,4,No,0.25,425,726,28,21.5,726.8577921436903,40618.58522904759,56773.900193380396,437052,0.09293764867578135,12,3,0,0.11651,2,3
676548-RH,CRS,Carbon Steel,No,4,No,0.25,425,726,28,21.5,726.8577921436903,40618.585229047625,56773.90019338038,437052,0.09293764867578143,12,3,0,0.11645,2,3
677300,ALUM 6061-T6,Aluminum,No,3,No,0.13,750,74.5,28,25,83.422119368906,14034.892962267973,6145.098416334643,52150,0.26912546428126505,6,5,0,0.05566,1,6
677673,ALUM 5052-H32,Aluminum,No,4,No,0.25,385,543.1800000000002,224.9895142095004,78.18000000000043,593.1078369944433,203061.98962689255,273530.0970627868,9554362.502387835,0.021253326904452613,1,5,0,0.08939,3,3
677674,ALUM 5052-H32,Aluminum,No,4,No,0.25,385,543.1800000000006,224.9895142095004,78.18000000000043,593.1078369944438,203062.12972762145,273530.28386378655,9554362.502387842,0.02125334156798759,20,5,0,0.08939,3,3
682851,304 SST,Stainless Steel,No,4,No,0.25,725,1430,36.2,10,1430.4930758308478,58433.26719098174,120049.00959910892,517660.00000000006,0.11287962599192856,3,6,0,0.20507,2,6
683299,304 SST,Stainless Steel,No,5,No,0.13,345,104,34,4.5,109.50913203929616,8018.522465270483,8615.545061415216,15912,0.5039292650371093,2,10,0,0.15199,1,7
684001,ALUM 6061-T6,Aluminum,No,4,No,0.13,135,95.1,32.5,5,100.62435092958363,6703.929807379049,4393.2997006611695,15453.75,0.4338060216697597,32,5,0,0.04319,1,7
